covid_fatality_rate,continent,country,age_dependency_ratio,diabetes_prevalence,gni_per_capita_atlas_method,Good_maternal_and_infant_practices,Bad_hygiene_practices,rural_populations,fat_animal_products,good_fat_sources,fat_cereals__excluding_beer,obesity,undernourished,unhealthy_kcals,healthy_kcals,protein_alcoholic_beverages,protein_animal_fats,protein_milk__excluding_butter,protein_oilcrops,protein_stimulants,protein_sugar__sweeteners,protein_vegetable_oils,gni_real,comparative_fatality_rate,population_ages_0014,population_ages_65_and_above,fat_cereals_excluding_beer,fat_eggs,fat_fish_seafood,fat_fruits_excluding_wine,fat_meat,fat_miscellaneous,fat_milk_excluding_butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy_roots,fat_stimulants,fat_treenuts,fat_vegetable_oils,fat_vegetables,improved_water_source_of_population_with_access
3.57,north america,nicaragua,54.12985765,9.2,1940,97.29263052,4.9,41.221,17.9935,21.9466,9.2369,21.8,17,17.2912,31.2156,0.0907,0.0302,5.9264,0.9902,0.0832,0,0.0076,low_gni,low_fatality_rate,30.03428788,5.085356341,9.2369,1.008,0.4174,0.1339,7.6069,0.1102,6.5123,0.1102,1.9214,0.4646,0.0079,0.1024,0.4252,0.0315,19.3952,0.1811,87
1.38,africa,niger,112.9728005,2.2,390,46.11748259,43.55,81.268,10.9769,24.5918,12.436,4.7,16.5,5.1959,35.5176,0.0061,0.0244,3.474,4.1028,0.0549,0,0,low_gni,low_fatality_rate,50.46557838,2.580068867,12.436,0.058,0.1353,0.2416,3.6332,0.0097,4.3193,0.1836,13.4216,1.4398,0.3479,0.0483,0.029,0,10.5904,0.4445,58.2
1.66,africa,nigeria,87.70842622,2.3,2820,36.47721332,20.3,52.224,5.0182,35.9147,7.1082,7.8,13.4,5.135,29.8152,0.456,0.0089,0.5991,3.0135,0.0179,0,0,low_gni,low_fatality_rate,43.98916681,2.736719707,7.1082,0.5755,0.5957,0.3433,2.4838,0.0101,0.4645,0.0909,4.3922,0.4241,0.4746,1.2621,0.0404,0.2322,30.1494,0.5452,68.5
382.9771469,europe,north macedonia,41.39453471,10.3,5140,2151.202943,0.35,42.896,19.642,25.8345,1.9013,23.9,3.2,19.7066,28.3594,0.2603,0.0558,9.0796,1.159,0.9049,0,0.0248,mid_gni,high_fatality_rate,16.95308963,12.32281894,1.9013,0.7305,0.2371,0.4112,6.5409,0.0435,4.8476,0.15,2.0174,0.1355,0.4886,0.0774,1.7078,1.1708,21.6642,0.745,99.4
25.1158553,europe,norway,52.21039452,6,93820,2897.720925,0,19.527,27.2211,19.7763,1.9601,25,2.5,27.1465,24.2648,0.3223,0.3132,9.7681,1.1075,1.0894,0,0.1135,high_gni,low_fatality_rate,17.96854595,16.33291863,1.9601,1.0645,1.5545,0.4055,10.6992,0.3244,7.4043,0.0541,1.7032,0.0912,0.0473,0.0473,1.6796,0.8888,15.4642,0.1656,100
91.65933459,asia,oman,30.04213842,14.8,16920,502.4884846,3,22.359,23.6146,20.6848,3.7744,22.9,6.8,17.9462,33.1968,0.0294,0.0294,8.6221,0.2819,0.3759,0,0.0059,high_gni,high_fatality_rate,20.52080139,2.581047584,3.7744,1.4422,0.929,0.7926,9.0171,0.0325,9.6407,0.2144,1.1174,0.1689,0.7276,0.039,1.0979,0.6107,17.4495,0.5782,93.4
15.31455302,asia,pakistan,65.29531816,8.1,1440,76.62336102,6.95,61.242,24.8245,20.2986,4.2124,7.8,20.3,18.2424,29.8239,0,0.0604,14.6868,2.3547,0.3019,0.0226,0.1132,low_gni,low_fatality_rate,35.00983783,4.492380924,4.2124,0.6203,0.0818,0.1227,3.4967,0.0068,11.5125,0.1431,1.0906,0.2726,0.2249,0.0341,0.0204,0.1909,18.8603,0.075,91.4
189.048955,north america,panama,53.36680557,9.8,12050,133.7098825,2.1,33.408,25.9557,19.0896,3.8355,22.5,10,22.6761,28.7676,0.4278,0.1006,7.3725,1.3776,0.3208,0.0126,0.0315,mid_gni,high_fatality_rate,27.16456345,7.632278913,3.8355,0.8991,0.8614,0.5722,9.1046,0.132,5.7281,0.1823,1.4273,0.1509,0.0377,0.0566,1.0375,0.4339,16.2412,0.1258,94.7
250.3945175,south america,paraguay,56.62760289,9.7,4220,84.46706877,0,40.334,19.8084,23.6351,4.9807,19,10.7,20.8068,24.0008,0.4165,0.1458,4.665,1.201,2.5824,0,0.0069,low_gni,high_fatality_rate,30.13382942,6.020463847,4.9807,1.5622,0.1742,0.3974,10.2335,0.0272,3.7069,0.2558,2.0576,0.2123,0.0218,0.5552,0.5334,0.0163,21.2672,0.1198,98
645.9895202,south america,peru,53.18806328,6.9,6200,170.818618,3.15,21.391,18.0402,24.8442,5.5879,19.1,9.7,13.6331,29.9025,0.2423,0.0064,3.4173,1.7469,0.5802,0,0.0128,mid_gni,high_fatality_rate,27.89561799,6.825144287,5.5879,2.1206,1.9497,1.6382,6.8241,0.0302,5.608,0.4322,2.5628,0.603,0.0704,0.6834,0.4523,0.2312,19.6482,0.4523,86.7
51.14628544,asia,philippines,57.55023434,6.9,3540,100.6380095,5.35,55.627,29.7607,16.8974,3.4748,6,13.3,17.3336,35.1719,0.1914,0.3191,1.6273,0.694,0.4068,0.0319,0,low_gni,low_fatality_rate,31.94853554,4.579645191,3.4748,1.0544,1.6045,0.7243,18.887,0.0275,0.5684,0.2751,2.2371,0.055,0.0642,0.22,0.3576,0.7701,11.9281,0.3576,91.8
255.4086641,europe,poland,43.84267732,6.2,13370,5551.126131,0,39.461,32.746,15.6589,1.6183,25.6,2.5,30.0667,23.3585,0.7325,0.5045,6.8785,0.2619,0.3056,0,0.0631,high_gni,high_fatality_rate,14.9462804,15.53332383,1.6183,0.7141,0.4851,0.2057,13.3072,0,5.86,0.0078,0.4967,0.031,0.0427,0.1087,0.0737,0.4385,13.9747,0.2639,98.3
183.164023,europe,portugal,53.47967567,9.9,20530,2072.971815,0,36.532,26.4556,20.5746,2.1808,23.2,2.5,28.0436,25.6517,0.2926,0.3581,7.8606,0.1528,0.6201,0.0044,0.0393,high_gni,high_fatality_rate,14.05332063,20.7914682,2.1808,0.7993,1.0267,0.2825,10.3459,0.0138,4.5442,0.1378,0.4203,0.0689,0.0413,0.0586,1.354,0.7648,18.0803,0.2825,100
296.2426766,europe,romania,48.88613107,8.4,9500,598.6857246,6.109423019,45.436,27.4359,18.3883,2.5519,24.5,2.5,23.0562,26.7167,0.5856,0.0656,10.9445,0.253,0.417,0.0141,0.0187,mid_gni,high_fatality_rate,15.52058179,17.31399673,2.5519,1.5914,0.1994,0.293,7.9894,0.0366,10.6349,0.1221,0.5495,0.0407,0.4965,0.1099,0.8506,0.6797,16.512,0.4477,100
210.0469787,asia,russian federation,43.0978772,9.2,11400,602.0611078,1,25.992,27.936,20.4903,1.6511,25.7,2.5,26.4803,25.0372,0.3436,0.0834,8.1632,0.3682,0.3534,0.0049,0.0245,mid_gni,high_fatality_rate,16.75191851,13.3658427,1.6511,1.9603,0.9415,0.2138,10.8433,0.0091,6.8453,0.1455,0.7823,0.0546,0.0273,0.141,0.4184,0.1274,18.3753,0.2638,96.9
11.6282415,africa,rwanda,78.06861621,4.1,700,44.31971242,1.2,71.189,11.0727,20.0727,4.8545,4.8,36.8,5.5768,20.727,0.5486,0.0084,1.6796,2.0594,0.0506,0,0,low_gni,low_fatality_rate,41.05201648,2.789856315,4.8545,0.1636,0.6364,9.6727,5.2182,0.0182,3.7818,0.2364,3.6545,2.6909,0.0545,2.1636,0.0545,0.0182,15.5091,0.2545,76.1
159.4603214,north america,saint lucia,47.32504061,10.9,7390,294.4477928,4.55,81.496,33.3454,14.3469,1.6712,19.8,11.22675159,33.5715,22.0489,0.3355,0.0578,4.795,0.856,0.2082,0,0.0463,mid_gni,high_fatality_rate,23.12553041,8.997345932,1.6712,0.5249,1.5867,0.3741,22.8778,0.1629,4.3137,0.2353,2.4012,0.181,0.4163,0.0965,0.9894,0.5551,9.6531,0.1508,96.3
73.99828251,north america,saint vincent and the grenadines,46.75944547,11.9,6670,295.4234039,6.109423019,49.45,24.4653,17.4852,4.3274,23.8,5.7,25.6587,25.777,0.1677,0.028,4.8362,0.5591,0.3522,0,0.028,mid_gni,high_fatality_rate,24.52906031,7.332224882,4.3274,0.7589,0.715,0.7526,17.529,0.2258,4.2521,0.1254,0.6773,0.2759,1.2919,0.1756,1.7184,0.4516,15.3904,0.2509,95.1
0,oceania,samoa,73.98679981,7.9,3930,153.7998441,0.05,80.902,21.6806,27.2021,1.5771,45.5,2.7,26.1345,19.0252,0.1866,0.1341,2.793,3.5918,0.5248,0.0058,0.0058,low_gni,low_fatality_rate,37.29066181,5.23371354,1.5771,0.2227,1.8968,0.6287,13.2418,0.0683,1.4693,0.0683,16.8666,0,0.115,0.3341,0.291,0.0611,8.3345,0.0431,99
29.94578237,africa,sao tome and principe,84.20624782,2.3,13410.2027,68.83448541,50.8,34.908,7.3284,39.4737,2.9864,10.6,7,9.2471,33.554,0.0672,0.0576,1.5178,3.1412,0.0288,0,0.0192,high_gni,low_fatality_rate,42.62755853,3.085466314,2.9864,0.1074,1.4361,1.2013,4.1809,0.0537,0.9731,0.0134,20.7704,0.1342,0.0336,0.1544,0.0738,0.0268,17.1666,0.0738,97.1
28.14488047,asia,saudi arabia,45.8668307,20,23550,803.1331422,0,16.87,15.3954,27.353,5.2126,35,7.1,15.5869,35.0703,0,0.1371,6.3967,0.2741,0.4512,0,0.0057,high_gni,low_fatality_rate,28.58201229,2.862306126,5.2126,0.9019,0.4122,0.4219,6.9243,0.0873,4.4125,0.097,0.6207,0.1794,0.48,0.0291,1.251,0.7128,25.4182,0.1891,97
12.49233853,africa,senegal,87.60184833,2.2,1000,51.08330007,7.1,56.279,6.104,38.2332,5.7374,7.4,11.3,7.3316,41.0221,0.0247,0.0165,1.0805,2.3095,0.2062,0,0.0165,low_gni,low_fatality_rate,43.76209617,2.933524962,5.7374,0.258,0.7129,0.0815,3.2319,0.0068,0.9845,0.1222,3.9041,0.1222,0.1697,0.0543,0.2037,0.387,33.0391,0.1901,78.5
179.1146462,europe,serbia,50.1111308,10.3,5500,1001.481491,0.05,44.447,33.0354,12.8709,2.1213,23.5,5.7,27.229,26.2661,0.4242,0.0545,9.4722,0.5394,0.5697,0.0061,0.0364,mid_gni,high_fatality_rate,16.3003172,17.08236663,2.1213,1.5195,0.3396,0.578,18.1385,0.006,8.7594,0.2145,1.1262,0.0775,0.0834,0.0596,1.5016,0.9355,10.1061,0.3635,99.2
1.91,africa,sierra leone,81.92542257,2.2,630,52.50945595,16,60.058,5.9931,40.4418,3.2063,7.5,25.6,4.4091,36.5584,0.0359,0,1.9037,2.3527,0.1437,0,0.009,low_gni,low_fatality_rate,42.36293278,2.669488426,3.2063,0.2983,1.2117,0.261,2.0412,0.0373,2.1996,0.0746,4.856,0.466,0.2889,0.4474,0.0746,0.0559,34.0479,0.2703,62.6
270.8153242,europe,slovenia,48.70509704,7.8,22610,1775.528574,0,50.35,26.6163,16.964,3.5771,22.5,2.5,23.9206,26.7523,0.5488,0.6606,9.9853,0.4624,0.8689,0.0051,0.0356,high_gni,high_fatality_rate,14.78443318,17.96838347,3.5771,1.1287,0.3693,0.4606,8.5899,0.0622,6.4155,0.112,0.8714,0.0415,0.1784,0.0539,2.411,1.5852,13.8684,0.2697,99.5
0,oceania,solomon islands,75.08272756,16.4,1940,67.26463017,31.6,77.671,13.6649,31.2635,3.0802,20.5,8.9,7.7993,21.6138,0.1398,0.0839,1.0622,1.9847,0.1677,0,0,low_gni,low_fatality_rate,39.48912852,3.395014659,3.0802,0.2943,2.5505,0.569,6.5431,0.0981,0.7553,0.049,16.5686,0.5199,0.1962,2.1778,0.981,0.3139,11.752,0.0785,80.8
165.8480861,africa,south africa,52.14352789,7.6,6050,92.98340755,2.6,35.199,19.7743,23.4654,6.4308,27,6.2,20.7381,32.5764,0.4676,0.006,2.9615,1.157,0.1679,0,0,mid_gni,high_fatality_rate,29.23922975,5.033361286,6.4308,1.0982,0.2379,0.0854,14.1489,0,3.1056,0.3295,1.1836,0.0427,0.1037,0.0549,0.2807,0.0915,21.7877,0.1647,93.2
192.6073547,europe,spain,50.76394896,7.7,28520,3700.876703,0,20.421,19.5253,29.4486,1.078,27.1,2.5,26.3802,26.9919,0.4855,0.0607,7.2732,0.6022,0.6396,0.0047,0.014,high_gni,high_fatality_rate,14.88167858,18.7894661,1.078,1.2521,1.0814,0.375,9.2772,0,5.3601,0.0937,1.0513,0.0971,0.0134,0.0469,0.4955,1.3626,25.6922,0.2611,100
71.44424306,asia,sri lanka,51.23349504,8,3800,427.1158745,0.6,81.644,10.1348,36.8248,2.7159,5.4,9,9.9694,31.8217,0.0699,0,3.2083,2.4703,0.6448,0,0,low_gni,high_fatality_rate,24.57383318,9.30324919,2.7159,1.1682,2.2766,0.5791,2.027,0.01,4.2336,0.0999,27.1892,0.3794,1.4279,0.0899,0.1198,0.4194,6.7,0.2396,95.6
8.28,africa,sudan,78.03512278,8.9,1840,55.24721997,6.109423019,66.194,20.1511,23.1587,5.6998,7.4,20.1,16.7899,31.2782,0,0.0147,8.2192,1.7823,0.2504,0,0,low_gni,low_fatality_rate,40.50326282,3.328045053,5.6998,0.2347,0.0587,0.3961,7.0789,0.0073,10.8055,0.2641,3.7265,0.4108,0.1174,0.0587,0.0587,0,19.0214,0.3521,89.77070064
218.9787743,south america,suriname,50.75603607,12.5,9300,94.56165919,3.3,33.957,14.8751,31.2294,3.1593,26.5,8.5,19.083,31.8916,0.2987,0.0166,3.559,1.7007,0.3484,0,0.0249,mid_gni,high_fatality_rate,26.78189604,6.885768221,3.1593,0.9601,0.772,0.2335,10.639,0.1557,1.6867,0.0324,3.1139,0.0649,0.0584,0.1103,0.8823,0.1557,26.9089,0.2789,94.8
156.2424896,europe,sweden,59.30390803,4.7,57810,3247.820692,0,14.185,28.4111,19.6927,1.9481,22.1,2.5,29.3012,23.5248,0.3591,0.527,11.7101,0.5363,1.0679,0.0047,0.0933,high_gni,high_fatality_rate,17.2848795,19.94201909,1.9481,1.3741,0.8778,0.3556,8.8481,0.0481,7.5926,0.0074,0.9519,0.0296,0.1111,0.0481,0.2333,0.9704,16.663,0.2296,100
147.4241026,europe,switzerland,48.84761744,6.1,84180,3115.602012,0,26.088,28.1054,20.5145,1.1241,21.2,2.5,31.9513,21.8137,0.408,0.0732,14.1191,0.4447,0.2459,0.0105,0.0209,high_gni,high_fatality_rate,14.77535598,18.04184602,1.1241,0.93,0.4048,0.3379,12.0906,0,8.3804,0.0703,0.5286,0.0268,0.0836,0.0368,0.174,1.9772,17.3898,0.2141,100
1.47,asia,tajikistan,60.88508034,6.4,1240,232.1567844,0.05,73.218,12.6827,25.4001,10.2035,12.6,11.22675159,11.6026,37.8032,0.009,0,4.8921,0.6679,0.2437,0,0.009,low_gni,low_fatality_rate,34.83754438,3.006288129,10.2035,0.5741,0.0174,0.3566,7.159,0.0348,4.6799,0.2175,1.27,0.1131,0.0174,0.0783,1.1308,0.4175,22.7557,0.9395,73.8
31.92790562,asia,thailand,39.24210398,7.1,5620,927.6320296,0,49.626,19.5718,27.1235,2.538,10.8,7.8,19.3491,30.8277,0.336,0.0246,2.0406,1.9423,0.3524,0,0.0164,mid_gni,low_fatality_rate,17.71077182,10.4718704,2.538,2.8961,1.7984,0.506,11.6621,0.0078,1.4636,0.0934,4.6166,0.1012,1.7594,0.0701,0.1246,0.2647,20.2336,0.2102,97.8
9.8,asia,timor-leste,92.27496378,7.2,1920,56.98057049,16.3,67.23,17.8988,20.4669,10.2168,2.9,24.9,11.6877,37.1202,0.0433,0.104,0.2772,2.157,1.2474,0,0.0087,low_gni,low_fatality_rate,42.41102666,5.580093943,10.2168,0.2446,0.7893,1.3007,14.5525,0.1112,0.1779,0.0889,3.5353,0.2779,0.1445,0.1779,0.2001,0.0111,15.9644,0.1668,71.9
3.4,africa,togo,81.83107627,4.8,540,53.00442471,34.85,60.036,5.3063,34.3262,8.9093,7.1,16.1,6.2578,30.5269,0.096,0.0174,0.82,1.4567,0.1396,0,0,low_gni,low_fatality_rate,42.2391273,2.764772996,8.9093,0.1962,0.5708,0.0624,3.3889,0.0803,0.544,0.0713,2.9608,0.8918,0.223,0.6064,0.1694,0,30.643,0.1516,63.1
210.9422331,north america,trinidad and tobago,43.24948865,13.6,18600,234.8289599,0.2,91.555,23.3455,23.1937,2.5134,19.7,5.5,24.6672,25.8177,0.0945,0.0532,5.9657,1.0514,0.2008,0,0.0413,high_gni,high_fatality_rate,20.77990542,9.411817471,2.5134,0.6185,0.7816,0.3205,11.386,0.1012,5.1279,0.0843,3.1993,0.343,0.4386,0.0843,0.4386,0.596,18.4369,0.1799,95.1
230.1895965,africa,tunisia,44.82013584,9.6,3970,197.3102281,0.35,33.158,12.7886,33.1638,3.2543,27.3,4.3,12.7795,35.6844,0.0657,0.0909,5.4865,1.1013,0.4193,0,0.0657,low_gni,high_fatality_rate,23.3567369,7.592090463,3.2543,0.9255,0.5085,0.4068,4.0323,0.0102,4.5764,0.0915,1.4085,0.2034,0.3407,0.0407,0.3,2.3289,28.1552,0.7627,97.7
104.6973,asia,turkey,49.72123101,12.8,9950,769.6584345,0.05,26.603,13.6766,33.1918,2.0428,32.2,2.5,14.4068,32.6412,0.0692,0.0395,8.1403,0.652,0.5335,0.0049,0.0692,mid_gni,high_fatality_rate,25.67050777,7.538697551,2.0428,0.825,0.1428,0.3292,3.8475,0.0079,5.8586,0.0674,1.7453,0.3808,0.3729,0.0516,0.0912,2.8162,27.8172,0.6703,100
8.44,africa,uganda,102.3453678,3.1,670,46.70707587,4.7,83.899,12.3139,32.6318,3.4479,4.1,41,9.7902,26.1073,0.7449,0.0382,3.0465,2.6454,0.0382,0,0,low_gni,low_fatality_rate,48.0906559,2.488889802,3.4479,0.2239,0.862,0.7164,6.101,0.0112,4.0188,0.1343,6.5599,1.0411,0.0336,0.5709,0.1008,0,25.0532,0.1567,79
225.8674018,europe,ukraine,43.33590111,6.5,2620,676.9344655,4.720860927,30.305,26.91,19.3895,3.0837,26.1,3.5,21.5616,27.442,0.3075,0.0696,7.6004,0.0174,0.2031,0,0.0464,low_gni,high_fatality_rate,14.92761708,15.30619081,3.0837,2.4481,0.516,0.3084,9.635,0.0063,8.691,0.1196,0.1007,0.0629,0.0378,0.2266,0.4972,0.7867,17.4638,0.5223,96.2
23.63228944,asia,united arab emirates,17.75143866,19.3,43170,2001.478164,0,14.459,21.4437,23.194,3.0418,29.9,2.6,18.0306,29.0658,0,0.0606,5.4823,0.8803,0.2282,0,0.0047,high_gni,low_fatality_rate,13.93747032,1.137877263,3.0418,1.1407,0.8108,0.6766,9.461,0.1006,5.86,0.1677,3.204,1.0624,1.1295,0.0168,0.1454,3.8246,14.924,0.4306,99.6
228.8916899,europe,united kingdom,55.12194955,4.7,43340,1473.379336,0,17.408,25.8633,20.9494,1.4678,29.5,2.5,28.3109,23.5998,0.4758,0.0673,8.8375,0.7353,0.7785,0.0048,0,high_gni,high_fatality_rate,17.77422086,17.76036953,1.4678,1.0778,0.5176,0.4219,12.5789,0.078,7.353,0.0745,1.1664,0.0638,0.1276,0.0851,1.4642,0.702,18.3507,0.2127,100
179.8018682,south america,uruguay,55.88340844,6.1,15720,852.1825602,0.1,4.689,25.5069,21.069,2.5698,28.9,2.5,26.1221,26.0905,0.1599,0.0178,10.9203,0.6455,1.6878,0.0059,0.0296,high_gni,high_fatality_rate,21.41498533,14.43450564,2.5698,1.2804,0.3281,0.1777,12.2841,0.0456,8.0603,0.0729,1.5127,0.0729,0.0319,0.1002,0.7564,0.1367,18.8819,0.2096,99.7
256.9625512,north america,united states of america,50.91244992,10.8,54960,973.6252789,0,18.383,21.2045,26.8832,1.2829,37.3,2.5,29.8687,23.2443,0.2946,0.0264,9.8791,1.2706,0.6331,0.0747,0.0835,high_gni,high_fatality_rate,18.95034556,14.78606928,1.2829,1.25,0.3887,0.4426,9.4166,0,6.8359,0.009,1.7464,0.0449,0.0867,0.0478,0.3977,0.942,23.6117,0.1944,99.2
4.74,asia,uzbekistan,49.65053411,6.6,2150,283.4998692,0,63.635,25.9903,20.5206,2.7168,15.3,6.3,16.697,34.8337,0.0588,0.0374,10.5736,0.1336,0.1604,0,0.0053,low_gni,low_fatality_rate,28.51991711,4.657736829,2.7168,1.0639,0.0962,0.583,10.3624,0.012,11.805,0.1743,0.3366,0,0.018,0.0902,0.1683,0.7754,18.4589,0.8535,89.77070064
0.378,oceania,vanuatu,68.71967818,16.6,13410.2027,112.3453617,1.6,73.872,14.9179,31.2751,4.1249,23.5,7.2,14.5226,22.3746,0.0078,0.0863,1.6082,6.6761,0.0863,0,0.0078,high_gni,low_fatality_rate,36.53099164,4.199099194,4.1249,0.3509,1.4343,0.3052,9.9334,0.0254,1.1495,0.0966,23.1779,0,0.1068,0.4578,0.2187,0.0356,6.4849,0.1424,94.5
17.12738133,south america,venezuela,52.37493244,12,13410.2027,133.2849824,3.95,11.01,16.3261,30.3926,2.5449,25.2,21.2,18.9989,32.347,0.1955,0.1244,6.3083,0.0444,0.3287,0.0178,0.0533,high_gni,low_fatality_rate,28.10541235,6.26699498,2.5449,0.6555,0.5707,0.964,7.0949,0.0077,5.5217,0.2082,0.1003,0.1157,0,0.1311,0.0848,0.0154,29.5211,0.1851,93.1
35.32459942,asia,vietnam,42.51143984,6,1980,246.8536185,0.35,66.407,33.2484,12.8418,3.7155,2.1,9.3,21.6207,33.1121,0.1555,0.1555,1.0887,3.7994,0.5444,0.0056,0,low_gni,low_fatality_rate,23.08968745,6.740506907,3.7155,0.7839,1.1217,0.4079,26.4292,0.0064,0.752,0.3378,4.2891,0.0765,0.6309,0.0701,0.0829,1.1726,5.6211,0.6373,97.6
7.39,asia,yemen,75.59514675,5.1,13410.2027,48.86468222,6.109423019,65.394,12.5401,25.016,11.5271,14.1,38.9,12.5091,37.7454,0,0.0188,1.963,0.2254,0.3193,0,0,high_gni,low_fatality_rate,40.2638023,2.787015533,11.5271,0.5514,0.3847,0.2564,8.001,0.0256,1.3463,0.2436,0.7565,0.5001,0.1026,0.0513,0.3718,0.0769,23.6312,0.1667,89.77070064
23.03265276,africa,zambia,95.40232642,4.1,1500,55.88956232,7.5,59.078,9.6005,26.3512,14.3225,6.5,46.7,8.5713,35.8012,0.4824,0.0338,1.0324,8.0562,0.0762,0,0,low_gni,low_fatality_rate,45.91490243,2.908634204,14.3225,0.6266,1.007,0.1343,4.901,0.0224,1.2756,0.179,9.8915,0.0783,0.1567,0.2014,0.0671,0.0112,15.2848,0.1567,65.4
32.07126743,africa,zimbabwe,80.39103268,3.9,850,50.13474107,14.55,67.624,10.3796,29.6398,9.7922,12.3,51.3,12.1519,36.9161,0.2929,0.0391,2.4114,1.523,0.2636,0,0.0293,low_gni,low_fatality_rate,41.60034343,2.964528499,9.7922,0.3682,0.2455,0.0614,4.5674,0.0175,2.104,0.1315,1.9462,0.114,0.0526,0.0877,0.1052,0.4296,26.9396,0.0789,76.9
114.6520147,oceania,new caledonia,47.92017729,19.6,13410.2027,818.6521578,0,29.79,22.2697,21.4397,5.0979,18.72173913,7.1,26.0498,25.9771,0.3262,0.1873,7.2857,1.2143,0.4591,0,0.0362,high_gni,high_fatality_rate,22.2269096,10.16920165,5.0979,1.0439,0.8385,0.2222,11.6086,0.2851,5.0476,0.0755,3.3036,0.0293,0.0629,0.0335,1.3961,0.2557,16.8532,0.1887,98.5
229.5200238,oceania,french polynesia,42.22968895,19.4,13410.2027,818.6521578,1.4,44.12,25.1596,20.8021,3.7271,18.72173913,4.2,28.2538,24.7307,0.3778,0.2042,4.768,1.0618,0.3471,0,0.0153,high_gni,high_fatality_rate,22.14107878,7.550112461,3.7271,0.822,1.5842,0.1995,14.0782,0.2913,3.8827,0.1277,4.7566,0.0399,0.02,0.0758,1.269,0.3192,14.0024,0.1397,100
